Occupation(691),Total - Industry - North American Industry Classification System (NAICS) 2007,"11 Agriculture, forestry, fishing and hunting",111-112 Farms (111 to 112),1110 Farms (except aquaculture) (1111 to 1124 and 1129),1125 Aquaculture,113 Forestry and logging,1131 Timber tract operations,1132 Forest nurseries and gathering of forest products,1133 Logging,"114 Fishing, hunting and trapping",1141 Fishing,1142 Hunting and trapping,115 Support activities for agriculture and forestry,1150 Support activities for farms (1151 and 1152),1153 Support activities for forestry,"21 Mining, quarrying, and oil and gas extraction",211 Oil and gas extraction,2111 Oil and gas extraction,212 Mining and quarrying (except oil and gas),2121 Coal mining,2122 Metal ore mining,2123 Non-metallic mineral mining and quarrying,213 Support activities for mining and oil and gas extraction,2131 Support activities for mining and oil and gas extraction,22 Utilities,221 Utilities,"2211 Electric power generation, transmission and distribution",2212 Natural gas distribution,"2213 Water, sewage and other systems",23 Construction,236 Construction of buildings,2361 Residential building construction,2362 Non-residential building construction,237 Heavy and civil engineering construction,2371 Utility system construction,2372 Land subdivision,"2373 Highway, street and bridge construction",2379 Other heavy and civil engineering construction,238 Specialty trade contractors,"2381 Foundation, structure, and building exterior contractors",2382 Building equipment contractors,2383 Building finishing contractors,2389 Other specialty trade contractors,31-33 Manufacturing,311 Food manufacturing,3111 Animal food manufacturing,3112 Grain and oilseed milling,3113 Sugar and confectionery product manufacturing,3114 Fruit and vegetable preserving and specialty food manufacturing,3115 Dairy product manufacturing,3116 Meat product manufacturing,3117 Seafood product preparation and packaging,3118 Bakeries and tortilla manufacturing,3119 Other food manufacturing,312 Beverage and tobacco product manufacturing,3121 Beverage manufacturing,3122 Tobacco manufacturing,313 Textile mills,"3131 Fibre, yarn and thread mills",3132 Fabric mills,3133 Textile and fabric finishing and fabric coating,314 Textile product mills,3141 Textile furnishings mills,3149 Other textile product mills,315 Clothing manufacturing,3151 Clothing knitting mills,3152 Cut and sew clothing manufacturing,3159 Clothing accessories and other clothing manufacturing,316 Leather and allied product manufacturing,3161 Leather and hide tanning and finishing,3162 Footwear manufacturing,3169 Other leather and allied product manufacturing,321 Wood product manufacturing,3211 Sawmills and wood preservations,"3212 Veneer, plywood and engineered wood product manufacturing",3219 Other wood product manufacturing,322 Paper manufacturing,"3221 Pulp, paper and paperboard mills",3222 Converted paper product manufacturing,323 Printing and related support activities,3231 Printing and related support activities,324 Petroleum and coal product manufacturing,3241 Petroleum and coal product manufacturing,325 Chemical manufacturing,3251 Basic chemical manufacturing,"3252 Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing","3253 Pesticide, fertilizer and other agricultural chemical manufacturing",3254 Pharmaceutical and medicine manufacturing,"3255 Paint, coating and adhesive manufacturing","3256 Soap, cleaning compound and toilet preparation manufacturing",3259 Other chemical product manufacturing,326 Plastics and rubber products manufacturing,3261 Plastic product manufacturing,3262 Rubber product manufacturing,327 Non-metallic mineral product manufacturing,3271 Clay product and refractory manufacturing,3272 Glass and glass product manufacturing,3273 Cement and concrete product manufacturing,3274 Lime and gypsum product manufacturing,3279 Other non-metallic mineral product manufacturing,331 Primary metal manufacturing,3311 Iron and steel mills and ferro-alloy manufacturing,3312 Steel product manufacturing from purchased steel,3313 Alumina and aluminum production and processing,3314 Non-ferrous metal (except aluminum) production and processing,3315 Foundries,332 Fabricated metal product manufacturing,3321 Forging and stamping,3322 Cutlery and hand tool manufacturing,3323 Architectural and structural manufacturing,"3324 Boiler, tank and shipping container manufacturing",3325 Hardware manufacturing,3326 Spring and wire product manufacturing,"3327 Machine shops, turned product, and screw, nut and bolt manufacturing","3328 Coating, engraving, heat treating and allied activities",3329 Other fabricated metal product manufacturing,333 Machinery manufacturing,"3331 Agricultural, construction and mining machinery manufacturing",3332 Industrial machinery manufacturing,3333 Commercial and service industry machinery manufacturing,"3334 Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing",3335 Metalworking machinery manufacturing,"3336 Engine, turbine and power transmission equipment manufacturing",3339 Other general-purpose machinery manufacturing,334 Computer and electronic product manufacturing,3341 Computer and peripheral equipment manufacturing,3342 Communications equipment manufacturing,3343 Audio and video equipment manufacturing,3344 Semiconductor and other electronic component manufacturing,"3345 Navigational, measuring, medical and control instruments manufacturing",3346 Manufacturing and reproducing magnetic and optical media,"335 Electrical equipment, appliance and component manufacturing",3351 Electric lighting equipment manufacturing,3352 Household appliance manufacturing,3353 Electrical equipment manufacturing,3359 Other electrical equipment and component manufacturing,336 Transportation equipment manufacturing,3361 Motor vehicle manufacturing,3362 Motor vehicle body and trailer manufacturing,3363 Motor vehicle parts manufacturing,3364 Aerospace product and parts manufacturing,3365 Railroad rolling stock manufacturing,3366 Ship and boat building,3369 Other transportation equipment manufacturing,337 Furniture and related product manufacturing,3371 Household and institutional furniture and kitchen cabinet manufacturing,3372 Office furniture (including fixtures) manufacturing,3379 Other furniture-related product manufacturing,339 Miscellaneous manufacturing,3391 Medical equipment and supplies manufacturing,3399 Other miscellaneous manufacturing,41 Wholesale trade,411 Farm product wholesaler-distributors,4111 Farm product wholesaler-distributors,412 Petroleum product wholesaler-distributors,4121 Petroleum product wholesaler-distributors,"413 Food, beverage and tobacco wholesaler-distributors",4131 Food wholesaler-distributors,4132 Beverage wholesaler-distributors,4133 Cigarette and tobacco product wholesaler-distributors,414 Personal and household goods wholesaler-distributors,"4141 Textile, clothing and footwear wholesaler-distributors",4142 Home entertainment equipment and household appliance wholesaler-distributors,4143 Home furnishings wholesaler-distributors,4144 Personal goods wholesaler-distributors,"4145 Pharmaceuticals, toiletries, cosmetics and sundries wholesaler-distributors",415 Motor vehicle and parts wholesaler-distributors,4151 Motor vehicle wholesaler-distributors,4152 New motor vehicle parts and accessories wholesaler-distributors,4153 Used motor vehicle parts and accessories wholesaler-distributors,416 Building material and supplies wholesaler-distributors,"4161 Electrical, plumbing, heating and air-conditioning equipment and supplies wholesaler-distributors",4162 Metal service centres,"4163 Lumber, millwork, hardware and other building supplies wholesaler-distributors","417 Machinery, equipment and supplies wholesaler-distributors","4171 Farm, lawn and garden machinery and equipment wholesaler-distributors","4172 Construction, forestry, mining, and industrial machinery, equipment and supplies wholesaler-distributors",4173 Computer and communications equipment and supplies wholesaler-distributors,"4179 Other machinery, equipment and supplies wholesaler-distributors",418 Miscellaneous wholesaler-distributors,4181 Recyclable material wholesaler-distributors,"4182 Paper, paper product and disposable plastic product wholesaler-distributors",4183 Agricultural supplies wholesaler-distributors,4184 Chemical (except agricultural) and allied product wholesaler-distributors,4189 Other miscellaneous wholesaler-distributors,"419 Wholesale electronic markets, and agents and brokers","4191 Wholesale electronic markets, and agents and brokers",44-45 Retail trade,441 Motor vehicle and part dealers,4411 Automobile dealers,4412 Other motor vehicle dealers,"4413 Automotive parts, accessories and tire stores",442 Furniture and home furnishings stores,4421 Furniture stores,4422 Home furniture stores,443 Electronics and appliances stores,4431 Electronics and appliances stores,444 Building material and garden equipment and supplies dealers,4441 Building material and supplies dealers,4442 Lawn and garden equipment and supplies stores,445 Food and beverage stores,4451 Grocery stores,4452 Specialty food stores,"4453 Beer, wine and liquor stores",446 Health and personal care stores,4461 Health and personal care stores,447 Gasoline stations,4471 Gasoline stations,448 Clothing and clothing accessories stores,4481 Clothing stores,4482 Shoe stores,"4483 Jewellery, luggage and leather goods stores","451 Sporting goods, hobby, book and music stores","4511 Sporting goods, hobby and musical instrument stores","4512 Book, periodical and musical stores",452 General merchandise stores,4521 Department stores,4529 Other general merchandise stores,453 Miscellaneous store retailers,4531 Florists,"4532 Office supplies, stationery and gift stores",4533 Used merchandise stores,4539 Other miscellaneous store retailers,454 Non-store retailers,4541 Electronic shopping and mail-order houses,4542 Vending machine operators,4543 Direct selling establishments,48-49 Transportation and warehousing,481 Air transportation,4811 Scheduled air transportation,4812 Non-scheduled air transportation,482 Rail transportation,4821 Rail transportation,483 Water transportation,"4831 Deep sea, coastal and great lakes water transportation",4832 Inland water transportation,484 Truck transportation,4841 General freight trucking,4842 Specialized freight trucking,485 Transit and ground passenger transportation,4851 Urban transit systems,4852 Interurban and rural bus transportation,4853 Taxi and limousine service,4854 School and employee bus transportation,4855 Charter bus industry,4859 Other transit and ground passenger transportation,486 Pipeline transportation,4861 Pipeline transportation of crude oil,4862 Pipeline transportation of natural gas,4869 Other pipeline transportation,487 Scenic and sightseeing transportation,"4871 Scenic and sightseeing transportation, land","4872 Scenic and sightseeing transportation, water","4879 Scenic and sightseeing transportation, other"
1223 Human resources and recruitment officers,12075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,20,0,25,0,0,0,100,100,95,0,0,110,30,20,0,0,0,0,0,0,75,0,55,0,0,555,55,0,0,0,0,0,45,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,55,0,0,0,0,50,0,0,0,25,0,0,0,35,30,0,0,0,0,0,0,0,30,15,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,95,0,0,0,0,25,0,0,0,0,70,0,0,45,15,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,40,30,0,0,35,0,0,0,0,20,0,0,0,0,0,0,0,0,140,0,0,85,25,70,0,0,0,0,55,0,0,600,0,0,0,0,0,0,0,30,30,85,85,0,95,95,0,0,80,80,0,0,50,50,0,0,0,0,0,185,130,50,0,0,0,0,0,55,0,0,45,275,10,0,0,0,0,0,0,0,50,45,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0
1224 Property administrators,20850,50,40,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,0,0,490,310,245,60,115,0,115,0,0,65,0,50,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,40,40,0,20,15,0,0,20,20,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1225 Purchasing agents and officers,16475,110,90,90,0,0,0,0,0,0,0,0,0,0,0,230,25,20,165,0,155,0,45,45,505,505,440,65,0,720,215,100,120,185,35,105,45,0,320,35,185,80,25,4970,405,45,30,60,25,25,75,0,55,85,65,65,0,0,0,0,0,50,50,0,30,0,25,0,0,0,0,0,55,45,0,0,175,60,115,70,75,20,20,345,70,35,0,130,35,50,25,210,195,20,60,0,0,35,0,0,150,80,40,20,0,15,525,30,0,220,35,0,0,110,35,70,555,75,85,30,55,75,50,185,730,65,230,0,135,245,0,210,25,0,130,45,1040,190,25,520,210,65,0,30,105,45,60,0,165,40,125,2245,30,25,0,0,125,120,0,0,445,80,35,140,65,120,140,35,105,0,475,220,95,165,635,40,110,200,280,255,20,75,25,50,85,125,125,710,110,65,0,40,55,40,0,35,35,90,85,0,125,105,0,0,50,50,0,0,10,0,0,0,10,0,0,115,65,50,80,0,40,0,35,35,0,0,30,340,25,25,0,0,0,0,0,0,20,0,0,90,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1226 Conference and event planners,9640,35,35,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,35,0,20,20,0,160,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,20,0,0,0,0,0,0,0,0,0,35,10,0,0,15,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,35,0,0,0,90,0,0,0,35,30,25,25,0,0,0,0,0,0,120,0,0,70,50,30,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,35,20,0,15,0,0,0,0,0,0,0,0,25,20,0,55,35,20,15,0,0,0,10,35,0,0,30,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0
1227 Court officers and justices of the peace,2320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1228 Employment insurance, immigration, border services and revenue officers",13275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0
"124 Office administrative assistants - general, legal and medical",127400,760,570,570,0,135,0,0,135,0,0,0,55,50,0,240,25,25,115,0,100,20,95,95,695,695,500,140,50,5955,1845,1460,385,425,155,115,125,30,3690,770,1800,680,435,4645,375,15,0,30,50,40,60,0,70,80,115,110,0,15,0,0,0,0,0,0,0,0,0,0,40,0,0,0,155,65,15,75,110,30,75,175,175,50,55,325,50,0,0,90,40,85,35,340,250,95,175,25,0,65,0,80,115,85,0,0,0,0,505,25,20,145,50,0,0,130,75,50,485,55,80,25,45,95,20,160,385,20,185,0,35,140,0,115,20,0,60,25,465,65,70,220,90,0,0,0,300,200,70,30,375,95,280,3860,100,105,45,45,480,440,30,0,565,100,60,70,125,215,270,60,195,0,610,225,100,285,1035,100,285,230,415,555,70,45,110,145,190,200,200,3420,840,580,70,190,160,85,75,235,235,390,365,25,325,180,45,100,360,360,55,55,160,90,20,45,160,145,15,275,170,100,260,0,75,20,160,200,15,0,180,2165,50,35,15,35,30,0,0,0,835,570,265,375,165,0,25,120,0,40,15,15,0,0,0,0,0,0
1241 Administrative assistants,104885,760,570,570,0,130,0,0,130,0,0,0,55,50,0,240,25,25,110,0,95,20,95,95,690,690,500,140,50,5910,1800,1420,385,425,155,115,120,30,3690,770,1800,685,440,4615,370,20,0,30,50,40,60,0,70,80,115,115,0,15,0,0,0,0,0,0,0,0,0,0,35,0,0,0,160,65,20,75,105,30,80,175,175,50,50,325,55,0,0,90,35,85,35,335,245,90,180,20,0,65,0,75,115,80,0,0,0,0,510,30,25,145,55,0,0,135,70,50,480,55,80,20,45,95,20,165,370,20,165,0,35,140,0,115,15,0,65,30,460,60,70,220,90,0,0,0,300,195,70,30,370,95,275,3785,100,100,45,45,470,430,30,0,560,100,60,70,125,210,260,55,190,0,600,215,100,285,1005,105,290,225,390,550,70,45,110,140,190,190,190,3345,835,570,75,190,160,80,70,230,230,385,360,30,320,170,45,100,350,350,50,50,145,70,25,45,160,140,15,250,150,100,255,0,70,15,160,200,15,0,180,2115,50,30,15,35,30,0,0,0,835,570,260,345,135,0,25,125,0,40,15,15,0,0,0,0,0,0
1242 Legal administrative assistants,15960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,40,40,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,15,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243 Medical administrative assistants,6555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125 Court reporters, transcriptionists, records management technicians and statistical officers",10405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,50,0,0,35,0,0,0,20,0,0,0,0,0,0,0,0,0,535,65,0,0,15,0,20,0,0,0,0,40,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,65,20,20,0,0,90,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,15,75,0,45,0,0,0,0,0,0,0,0,0,60,20,0,10,0,0,0,0,0,0,0,0,0,0,0,365,0,0,0,0,20,20,0,0,105,0,0,0,0,80,15,0,0,0,0,0,0,0,135,0,0,35,95,30,0,0,0,0,0,40,40,95,0,0,0,0,0,0,0,0,0,0,0,0,30,25,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1251 Court reporters, medical transcriptionists and related occupations",4105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1252 Health information management occupations,1360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253 Records management technicians,2390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,40,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,0,0,35,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,30,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0,0,0,50,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1254 Statistical officers and related research support occupations,2545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,330,60,0,0,15,0,25,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,65,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,25,20,0,0,80,0,0,0,0,50,15,0,0,0,0,0,0,0,75,0,0,15,55,25,0,0,0,0,0,40,40,90,0,0,0,0,0,0,0,0,0,0,0,0,30,25,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13 Finance, insurance and related business administrative occupations",73230,1150,1030,1025,0,85,0,0,80,0,0,0,30,25,0,90,0,0,55,0,0,40,20,20,135,140,75,25,35,4270,1260,1060,200,405,125,110,95,75,2610,445,1235,580,350,3075,260,20,0,0,15,65,15,0,95,30,110,110,0,0,0,0,0,10,0,0,20,0,15,0,0,0,0,0,195,45,0,135,80,0,80,260,260,0,0,125,0,30,0,20,0,45,0,150,150,0,130,0,35,45,0,50,90,40,25,0,0,0,425,25,20,125,15,0,0,160,35,20,250,20,35,30,25,110,0,30,195,35,30,0,25,80,0,110,0,30,45,30,280,55,30,155,0,0,0,0,170,100,65,0,190,60,135,3210,60,55,0,0,435,405,25,0,395,150,35,35,130,45,245,80,155,0,485,210,60,210,865,95,295,175,295,540,90,80,65,100,205,180,180,4470,795,570,125,100,325,125,200,185,185,510,460,50,1120,1025,85,0,480,485,120,115,245,135,40,65,150,125,30,190,70,120,260,45,20,20,180,100,20,20,65,3180,35,0,0,20,20,0,0,0,790,615,170,95,40,0,30,15,0,0,0,0,0,0,0,0,0,0
"131 Finance, insurance and related business administrative occupations",73230,1150,1030,1025,0,85,0,0,80,0,0,0,30,25,0,90,0,0,50,0,0,40,25,20,140,140,75,30,35,4275,1255,1060,200,405,125,105,95,75,2610,445,1235,580,350,3075,260,20,0,0,20,60,20,0,90,30,110,110,0,0,0,0,0,10,0,0,20,0,10,0,0,0,0,0,195,40,0,135,80,0,80,260,260,0,0,125,0,30,0,20,0,40,0,145,150,0,130,0,30,45,0,55,90,40,30,0,0,0,425,20,20,125,15,0,0,160,35,20,250,20,30,25,25,110,0,30,195,35,30,0,25,80,0,115,0,25,45,30,280,55,30,155,0,0,0,0,170,100,65,0,195,65,130,3205,55,55,0,0,430,405,25,0,400,150,35,40,130,45,245,85,155,0,480,210,65,215,865,100,295,180,295,535,95,80,60,100,205,180,180,4475,795,570,125,105,325,130,200,185,185,515,460,55,1115,1020,80,0,480,480,115,120,250,140,45,65,150,125,25,190,70,120,260,40,20,20,180,100,15,20,60,3185,40,0,0,20,20,0,0,0,790,615,170,95,45,0,35,20,0,0,0,0,0,0,0,0,0,0
1311 Accounting technicians and bookkeepers,48685,1150,1025,1020,0,85,0,0,75,0,0,0,25,25,0,90,0,0,55,0,0,40,20,20,125,125,75,0,30,4225,1230,1035,200,395,120,100,90,80,2600,445,1230,575,355,2925,260,15,0,0,20,60,20,0,95,35,100,100,0,0,0,0,0,10,0,0,20,0,10,0,0,0,0,0,195,40,0,140,75,0,75,260,255,0,0,115,0,35,0,10,0,40,0,150,150,0,125,0,30,45,0,50,75,30,25,0,0,0,395,20,25,100,0,0,0,165,35,20,250,20,30,25,30,110,0,30,195,40,30,0,25,80,0,105,0,0,40,30,215,0,30,150,0,0,0,0,170,100,70,0,190,60,135,3020,35,35,0,0,415,395,15,0,390,150,35,40,125,45,220,55,155,0,480,205,65,215,800,100,295,135,275,520,90,80,60,100,190,150,150,4360,785,575,110,105,320,125,200,180,185,510,460,55,1105,1010,85,0,455,460,115,110,245,140,35,65,145,125,30,175,70,105,230,40,20,20,150,90,0,15,60,1290,35,0,0,0,0,0,0,0,710,545,165,80,30,0,35,15,0,0,0,0,0,0,0,0,0,0
